Date,MKT YR,Destination,Port,Bushels,Pounds
20200102,1920,KOREA REP,INTERIOR,2700,162000
20200102,1920,PAKISTAN,MISSISSIPPI R.,2556161.833,153369710
20200102,1920,CHINA MAIN,MISSISSIPPI R.,2667545,160052700
20200102,1920,PHILIPPINES,INTERIOR,2700,162000
20200102,1920,VIETNAM,INTERIOR,9900,594000
20200102,1920,INDONESIA,INTERIOR,17100,1026000
20200102,1920,MEXICO,MISSISSIPPI R.,485008.3333,29100500
20200102,1920,INDONESIA,INTERIOR,9000,540000
20200102,1920,INDONESIA,INTERIOR,11700,702000
20200102,1920,VIETNAM,INTERIOR,7200,432000
20200102,1920,VIETNAM,INTERIOR,1800,108000
20200102,1920,INDONESIA,INTERIOR,18000,1080000
20200102,1920,INDONESIA,INTERIOR,18000,1080000
20200102,1920,CHINA T,INTERIOR,16200,972000
20200102,1920,VIETNAM,INTERIOR,10800,648000
20200102,1920,CHINA T,INTERIOR,18000,1080000
20200102,1920,CHINA T,INTERIOR,18000,1080000
20200102,1920,CHINA T,INTERIOR,18000,1080000
20200102,1920,CHINA T,INTERIOR,18000,1080000
20200102,1920,INDONESIA,INTERIOR,3600,216000
20200102,1920,INDONESIA,INTERIOR,9000,540000
20200102,1920,VIETNAM,INTERIOR,12600,756000
20200102,1920,INDONESIA,INTERIOR,7200,432000
20200102,1920,MEXICO,INTERIOR,396000,23760000
20200102,1920,THAILAND,INTERIOR,18000,1080000
20200102,1920,CHINA T,INTERIOR,12600,756000
20200102,1920,THAILAND,S. ATLANTIC,13500,810000
20200102,1920,THAILAND,S. ATLANTIC,12600,756000
20200102,1920,THAILAND,S. ATLANTIC,14400,864000
20200102,1920,INDONESIA,S. ATLANTIC,18000,1080000
20200102,1920,INDONESIA,S. ATLANTIC,18000,1080000
20200102,1920,CHINA T,S. ATLANTIC,18000,1080000
20200102,1920,CHINA T,S. ATLANTIC,18000,1080000
20200102,1920,CHINA T,S. ATLANTIC,18000,1080000
20200102,1920,CHINA T,INTERIOR,16200,972000
20200102,1920,INDONESIA,S. ATLANTIC,10800,648000
20200102,1920,INDONESIA,S. ATLANTIC,10800,648000
20200102,1920,CHINA MAIN,MISSISSIPPI R.,2591593.333,155495600
20200102,1920,CHINA T,INTERIOR,18000,1080000
20200102,1920,INDONESIA,INTERIOR,18000,1080000
20200102,1920,CHINA T,INTERIOR,18000,1080000
20200102,1920,THAILAND,INTERIOR,9000,540000
20200102,1920,CHINA T,INTERIOR,18000,1080000
20200102,1920,CHINA T,INTERIOR,16200,972000
20200102,1920,INDONESIA,INTERIOR,6300,378000
20200102,1920,CHINA T,INTERIOR,18000,1080000
20200102,1920,CHINA T,INTERIOR,3600,216000
20200102,1920,VIETNAM,INTERIOR,6300,378000
20200102,1920,INDONESIA,INTERIOR,900,54000
20200102,1920,INDONESIA,INTERIOR,18000,1080000
20200102,1920,VIETNAM,INTERIOR,6300,378000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,VIETNAM,INTERIOR,17100,1026000
20200109,1920,VIETNAM,INTERIOR,15300,918000
20200109,1920,VIETNAM,INTERIOR,9000,540000
20200109,1920,PHILIPPINES,INTERIOR,17100,1026000
20200109,1920,PHILIPPINES,INTERIOR,17100,1026000
20200109,1920,INDONESIA,INTERIOR,9000,540000
20200109,1920,VIETNAM,INTERIOR,17100,1026000
20200109,1920,CHINA MAIN,MISSISSIPPI R.,2670138.333,160208300
20200109,1920,VIETNAM,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,9900,594000
20200109,1920,INDONESIA,INTERIOR,6300,378000
20200109,1920,CHINA T,INTERIOR,9000,540000
20200109,1920,VIETNAM,INTERIOR,9000,540000
20200109,1920,PHILIPPINES,INTERIOR,4500,270000
20200109,1920,PHILIPPINES,INTERIOR,5400,324000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,15300,918000
20200109,1920,CHINA T,INTERIOR,15300,918000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,1800,108000
20200109,1920,THAILAND,INTERIOR,10800,648000
20200109,1920,THAILAND,INTERIOR,10800,648000
20200109,1920,CHINA T,INTERIOR,15300,918000
20200109,1920,COSTA RICA,MISSISSIPPI R.,629497,37769820
20200109,1920,MEXICO,INTERIOR,348333.3333,20900000
20200109,1920,INDONESIA,INTERIOR,16200,972000
20200109,1920,BANGLADESH,MISSISSIPPI R.,2120602.667,127236160
20200109,1920,VIETNAM,INTERIOR,8100,486000
20200109,1920,INDONESIA,INTERIOR,17100,1026000
20200109,1920,CHINA MAIN,MISSISSIPPI R.,2525587,151535220
20200109,1920,TUNISIA,MISSISSIPPI R.,1177623.333,70657400
20200109,1920,VIETNAM,INTERIOR,10800,648000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,15300,918000
20200109,1920,MALAYSIA,INTERIOR,12600,756000
20200109,1920,INDONESIA,INTERIOR,5400,324000
20200109,1920,THAILAND,INTERIOR,11700,702000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,VIETNAM,INTERIOR,12600,756000
20200109,1920,CHINA MAIN,MISSISSIPPI R.,2618608.833,157116530
20200109,1920,JAPAN,MISSISSIPPI R.,625834,37550040
20200109,1920,MEXICO,INTERIOR,388666.6667,23320000
20200109,1920,MEXICO,MISSISSIPPI R.,242488,14549280
20200109,1920,CHINA MAIN,PUGET SOUND,2430571.5,145834290
20200109,1920,JAPAN,MISSISSIPPI R.,809640,48578400
20200109,1920,NETHERLANDS,MISSISSIPPI R.,2549298.833,152957930
20200109,1920,NETHERLANDS,MISSISSIPPI R.,2133695,128021700
20200109,1920,VIETNAM,S. ATLANTIC,9900,594000
20200109,1920,MALAYSIA,S. ATLANTIC,13500,810000
20200109,1920,MEXICO,INTERIOR,418000,25080000
20200109,1920,MALAYSIA,S. ATLANTIC,13500,810000
20200109,1920,INDONESIA,S. ATLANTIC,10800,648000
20200109,1920,INDONESIA,S. ATLANTIC,10800,648000
20200109,1920,INDONESIA,S. ATLANTIC,10800,648000
20200109,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20200109,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20200109,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20200109,1920,CHINA T,INTERIOR,11700,702000
20200109,1920,CHINA T,INTERIOR,6300,378000
20200109,1920,CHINA T,INTERIOR,9000,540000
20200109,1920,PAKISTAN,MISSISSIPPI R.,2667459,160047540
20200109,1920,EGYPT,MISSISSIPPI R.,2058579,123514740
20200109,1920,NETHERLANDS,MISSISSIPPI R.,2574101,154446060
20200109,1920,COSTA RICA,MISSISSIPPI R.,287519,17251140
20200109,1920,MEXICO,INTERIOR,3520,211200
20200109,1920,CHINA T,INTERIOR,9000,540000
20200109,1920,VIETNAM,INTERIOR,9900,594000
20200109,1920,THAILAND,INTERIOR,14400,864000
20200109,1920,CHINA T,INTERIOR,10800,648000
20200109,1920,COLOMBIA,MISSISSIPPI R.,440295.3333,26417720
20200109,1920,CHINA MAIN,MISSISSIPPI R.,2526616.667,151597000
20200109,1920,CHINA T,INTERIOR,3600,216000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,8100,486000
20200109,1920,JAPAN,INTERIOR,7200,432000
20200109,1920,VIETNAM,INTERIOR,10800,648000
20200109,1920,VIETNAM,INTERIOR,11700,702000
20200109,1920,INDONESIA,INTERIOR,10800,648000
20200109,1920,INDONESIA,INTERIOR,9900,594000
20200109,1920,INDONESIA,INTERIOR,16200,972000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,VIETNAM,INTERIOR,8100,486000
20200109,1920,PHILIPPINES,INTERIOR,6300,378000
20200109,1920,CHINA T,INTERIOR,6300,378000
20200109,1920,CHINA T,INTERIOR,13500,810000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,17100,1026000
20200109,1920,CHINA T,INTERIOR,17100,1026000
20200109,1920,CHINA T,INTERIOR,17100,1026000
20200109,1920,INDONESIA,INTERIOR,14400,864000
20200109,1920,THAILAND,S. ATLANTIC,11700,702000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,9000,540000
20200109,1920,CHINA T,INTERIOR,7200,432000
20200109,1920,VIETNAM,INTERIOR,5400,324000
20200109,1920,CHINA T,INTERIOR,9000,540000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,17100,1026000
20200109,1920,INDONESIA,INTERIOR,14400,864000
20200109,1920,INDONESIA,INTERIOR,16200,972000
20200109,1920,INDONESIA,INTERIOR,11700,702000
20200109,1920,INDONESIA,INTERIOR,14400,864000
20200109,1920,INDONESIA,INTERIOR,12600,756000
20200109,1920,JAPAN,INTERIOR,3600,216000
20200109,1920,JAPAN,INTERIOR,4500,270000
20200109,1920,VIETNAM,INTERIOR,9900,594000
20200109,1920,INDONESIA,INTERIOR,7200,432000
20200109,1920,VIETNAM,INTERIOR,17100,1026000
20200109,1920,VIETNAM,INTERIOR,17100,1026000
20200109,1920,CHINA T,INTERIOR,13500,810000
20200109,1920,CHINA T,INTERIOR,13500,810000
20200109,1920,NEPAL,INTERIOR,11700,702000
20200109,1920,NEPAL,INTERIOR,15300,918000
20200109,1920,NEPAL,INTERIOR,18000,1080000
20200109,1920,NEPAL,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,17100,1026000
20200109,1920,CHINA T,INTERIOR,15300,918000
20200109,1920,CHINA T,INTERIOR,15300,918000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,THAILAND,S. ATLANTIC,10800,648000
20200109,1920,THAILAND,S. ATLANTIC,10800,648000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,S. ATLANTIC,18000,1080000
20200109,1920,VIETNAM,INTERIOR,900,54000
20200109,1920,INDONESIA,INTERIOR,12600,756000
20200109,1920,INDONESIA,INTERIOR,5400,324000
20200109,1920,THAILAND,S. ATLANTIC,11700,702000
20200109,1920,THAILAND,S. ATLANTIC,12600,756000
20200109,1920,ITALY,MISSISSIPPI R.,1174218.667,70453120
20200109,1920,THAILAND,INTERIOR,9000,540000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,THAILAND,INTERIOR,17100,1026000
20200109,1920,INDONESIA,INTERIOR,7200,432000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,PAKISTAN,MISSISSIPPI R.,2369796.333,142187780
20200109,1920,VIETNAM,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,6300,378000
20200109,1920,CHINA T,INTERIOR,8100,486000
20200109,1920,INDONESIA,INTERIOR,9000,540000
20200109,1920,THAILAND,INTERIOR,18000,1080000
20200109,1920,THAILAND,INTERIOR,5400,324000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,900,54000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,10800,648000
20200109,1920,JAPAN,INTERIOR,7200,432000
20200109,1920,VIETNAM,INTERIOR,9000,540000
20200109,1920,THAILAND,INTERIOR,18000,1080000
20200109,1920,THAILAND,INTERIOR,1800,108000
20200109,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20200109,1920,MALAYSIA,S. ATLANTIC,16200,972000
20200109,1920,VIETNAM,INTERIOR,17100,1026000
20200109,1920,MALAYSIA,INTERIOR,13500,810000
20200109,1920,MALAYSIA,INTERIOR,12600,756000
20200109,1920,NEPAL,INTERIOR,14400,864000
20200109,1920,NEPAL,INTERIOR,13500,810000
20200109,1920,CHINA T,S. ATLANTIC,11700,702000
20200109,1920,CHINA T,S. ATLANTIC,18000,1080000
20200109,1920,CHINA T,S. ATLANTIC,17100,1026000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,8100,486000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,13500,810000
20200109,1920,JAPAN,INTERIOR,6300,378000
20200109,1920,CHINA MAIN,PUGET SOUND,2389070.833,143344250
20200109,1920,INDONESIA,INTERIOR,9000,540000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,13500,810000
20200109,1920,VIETNAM,INTERIOR,2700,162000
20200109,1920,VIETNAM,INTERIOR,5400,324000
20200109,1920,INDONESIA,INTERIOR,12600,756000
20200109,1920,VIETNAM,INTERIOR,15300,918000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,1800,108000
20200109,1920,THAILAND,INTERIOR,18000,1080000
20200109,1920,THAILAND,INTERIOR,18000,1080000
20200109,1920,MEXICO,INTERIOR,359333.3333,21560000
20200109,1920,MALAYSIA,INTERIOR,13500,810000
20200109,1920,MALAYSIA,INTERIOR,17100,1026000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,9000,540000
20200109,1920,CHINA T,INTERIOR,9900,594000
20200109,1920,INDONESIA,INTERIOR,8100,486000
20200109,1920,INDONESIA,INTERIOR,17100,1026000
20200109,1920,CHINA T,INTERIOR,9000,540000
20200109,1920,BURMA,INTERIOR,3600,216000
20200109,1920,THAILAND,INTERIOR,18000,1080000
20200109,1920,VIETNAM,INTERIOR,7200,432000
20200109,1920,VIETNAM,INTERIOR,10800,648000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,VIETNAM,INTERIOR,7200,432000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,JAPAN,INTERIOR,900,54000
20200109,1920,CHINA T,INTERIOR,4500,270000
20200109,1920,INDONESIA,INTERIOR,10800,648000
20200109,1920,INDONESIA,INTERIOR,10800,648000
20200109,1920,CHINA T,INTERIOR,11700,702000
20200109,1920,CHINA T,INTERIOR,10800,648000
20200109,1920,KOREA REP,INTERIOR,16200,972000
20200109,1920,KOREA REP,INTERIOR,16200,972000
20200109,1920,KOREA REP,INTERIOR,16200,972000
20200109,1920,KOREA REP,INTERIOR,16200,972000
20200109,1920,VIETNAM,INTERIOR,17100,1026000
20200109,1920,INDONESIA,INTERIOR,16200,972000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,VIETNAM,INTERIOR,11700,702000
20200109,1920,CHINA T,INTERIOR,12600,756000
20200109,1920,CHINA T,INTERIOR,13500,810000
20200109,1920,CHINA T,INTERIOR,13500,810000
20200109,1920,CHINA T,INTERIOR,16200,972000
20200109,1920,MALAYSIA,INTERIOR,4500,270000
20200109,1920,MALAYSIA,INTERIOR,4500,270000
20200109,1920,CHINA T,S. ATLANTIC,17100,1026000
20200109,1920,THAILAND,S. ATLANTIC,18000,1080000
20200109,1920,THAILAND,S. ATLANTIC,18000,1080000
20200109,1920,CHINA T,S. ATLANTIC,18000,1080000
20200109,1920,CHINA T,INTERIOR,9000,540000
20200109,1920,MALAYSIA,S. ATLANTIC,3600,216000
20200109,1920,CHINA T,S. ATLANTIC,18000,1080000
20200109,1920,MEXICO,INTERIOR,1760,105600
20200109,1920,CHINA T,S. ATLANTIC,15300,918000
20200109,1920,CHINA T,S. ATLANTIC,15300,918000
20200109,1920,CHINA T,S. ATLANTIC,16200,972000
20200109,1920,CHINA T,INTERIOR,17100,1026000
20200109,1920,MALAYSIA,INTERIOR,16200,972000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,16200,972000
20200109,1920,MALAYSIA,INTERIOR,18000,1080000
20200109,1920,THAILAND,INTERIOR,15300,918000
20200109,1920,CHINA T,INTERIOR,5400,324000
20200109,1920,MALAYSIA,INTERIOR,17100,1026000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,THAILAND,INTERIOR,7200,432000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,MALAYSIA,INTERIOR,17100,1026000
20200109,1920,THAILAND,INTERIOR,13500,810000
20200109,1920,MALAYSIA,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,10800,648000
20200109,1920,CHINA T,INTERIOR,9900,594000
20200109,1920,THAILAND,INTERIOR,18000,1080000
20200109,1920,THAILAND,INTERIOR,15300,918000
20200109,1920,CHINA T,INTERIOR,9000,540000
20200109,1920,CHINA T,INTERIOR,13500,810000
20200109,1920,CHINA T,INTERIOR,9000,540000
20200109,1920,VIETNAM,INTERIOR,4500,270000
20200109,1920,CHINA T,INTERIOR,12600,756000
20200109,1920,THAILAND,INTERIOR,4500,270000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,900,54000
20200109,1920,CHINA T,INTERIOR,17100,1026000
20200109,1920,CHINA T,INTERIOR,16200,972000
20200109,1920,CHINA T,INTERIOR,14400,864000
20200109,1920,CHINA T,INTERIOR,12600,756000
20200109,1920,CHINA T,INTERIOR,900,54000
20200109,1920,CHINA T,INTERIOR,11700,702000
20200109,1920,INDONESIA,INTERIOR,14400,864000
20200109,1920,THAILAND,INTERIOR,17100,1026000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,VIETNAM,INTERIOR,15300,918000
20200109,1920,INDONESIA,INTERIOR,18000,1080000
20200109,1920,INDONESIA,INTERIOR,1800,108000
20200109,1920,INDONESIA,INTERIOR,9000,540000
20200109,1920,VIETNAM,INTERIOR,9000,540000
20200109,1920,VIETNAM,INTERIOR,8100,486000
20200109,1920,VIETNAM,INTERIOR,9000,540000
20200109,1920,VIETNAM,INTERIOR,4500,270000
20200109,1920,VIETNAM,INTERIOR,18000,1080000
20200109,1920,MEXICO,INTERIOR,293333.3333,17600000
20200109,1920,INDONESIA,INTERIOR,10800,648000
20200109,1920,INDONESIA,INTERIOR,9900,594000
20200109,1920,CHINA T,S. ATLANTIC,11700,702000
20200109,1920,CHINA T,S. ATLANTIC,18000,1080000
20200109,1920,CHINA T,S. ATLANTIC,17100,1026000
20200109,1920,CHINA T,INTERIOR,18000,1080000
20200109,1920,CHINA T,INTERIOR,15300,918000
20200116,1920,CHINA MAIN,PUGET SOUND,2430560.333,145833620
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,SPAIN,MISSISSIPPI R.,2079029.167,124741750
20200116,1920,JAPAN,MISSISSIPPI R.,1317293.333,79037600
20200116,1920,BANGLADESH,MISSISSIPPI R.,1949986.167,116999170
20200116,1920,INDONESIA,INTERIOR,18000,1080000
20200116,1920,EGYPT,MISSISSIPPI R.,2481035.667,148862140
20200116,1920,INDONESIA,INTERIOR,900,54000
20200116,1920,NEPAL,INTERIOR,17100,1026000
20200116,1920,BANGLADESH,MISSISSIPPI R.,1999683.333,119981000
20200116,1920,NEPAL,INTERIOR,17100,1026000
20200116,1920,CHINA MAIN,MISSISSIPPI R.,2738151,164289060
20200116,1920,CHINA T,INTERIOR,17100,1026000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,THAILAND,INTERIOR,8100,486000
20200116,1920,INDONESIA,INTERIOR,16200,972000
20200116,1920,THAILAND,INTERIOR,11700,702000
20200116,1920,INDONESIA,INTERIOR,18000,1080000
20200116,1920,INDONESIA,INTERIOR,11700,702000
20200116,1920,INDONESIA,INTERIOR,12600,756000
20200116,1920,INDONESIA,INTERIOR,17100,1026000
20200116,1920,INDONESIA,INTERIOR,9000,540000
20200116,1920,INDONESIA,INTERIOR,17100,1026000
20200116,1920,THAILAND,INTERIOR,18000,1080000
20200116,1920,THAILAND,INTERIOR,18000,1080000
20200116,1920,PHILIPPINES,INTERIOR,18000,1080000
20200116,1920,PHILIPPINES,INTERIOR,17100,1026000
20200116,1920,INDONESIA,INTERIOR,18000,1080000
20200116,1920,THAILAND,INTERIOR,13500,810000
20200116,1920,THAILAND,INTERIOR,13500,810000
20200116,1920,NEPAL,INTERIOR,18000,1080000
20200116,1920,NEPAL,INTERIOR,18000,1080000
20200116,1920,CHINA MAIN,MISSISSIPPI R.,2625531,157531860
20200116,1920,MALAYSIA,N. ATLANTIC,9900,594000
20200116,1920,INDONESIA,INTERIOR,11700,702000
20200116,1920,VIETNAM,INTERIOR,10800,648000
20200116,1920,VIETNAM,INTERIOR,17100,1026000
20200116,1920,BANGLADESH,MISSISSIPPI R.,2119625.333,127177520
20200116,1920,INDONESIA,INTERIOR,4500,270000
20200116,1920,INDONESIA,INTERIOR,18000,1080000
20200116,1920,INDONESIA,INTERIOR,15300,918000
20200116,1920,CHINA MAIN,MISSISSIPPI R.,2540213.5,152412810
20200116,1920,INDONESIA,INTERIOR,18000,1080000
20200116,1920,INDONESIA,INTERIOR,8100,486000
20200116,1920,THAILAND,S. ATLANTIC,18000,1080000
20200116,1920,THAILAND,S. ATLANTIC,18000,1080000
20200116,1920,THAILAND,S. ATLANTIC,9000,540000
20200116,1920,NEPAL,INTERIOR,18000,1080000
20200116,1920,NEPAL,INTERIOR,18000,1080000
20200116,1920,THAILAND,S. ATLANTIC,15300,918000
20200116,1920,THAILAND,S. ATLANTIC,14400,864000
20200116,1920,CHINA T,N. ATLANTIC,18000,1080000
20200116,1920,CHINA T,N. ATLANTIC,9000,540000
20200116,1920,MEXICO,INTERIOR,363000,21780000
20200116,1920,VIETNAM,INTERIOR,18000,1080000
20200116,1920,INDONESIA,INTERIOR,9000,540000
20200116,1920,VIETNAM,INTERIOR,2700,162000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,4500,270000
20200116,1920,CHINA T,INTERIOR,14400,864000
20200116,1920,CHINA T,INTERIOR,3600,216000
20200116,1920,CHINA T,INTERIOR,900,54000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,900,54000
20200116,1920,BURMA,INTERIOR,9000,540000
20200116,1920,VIETNAM,INTERIOR,9900,594000
20200116,1920,INDONESIA,INTERIOR,17100,1026000
20200116,1920,CHINA T,S. ATLANTIC,18000,1080000
20200116,1920,MALAYSIA,S. ATLANTIC,14400,864000
20200116,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20200116,1920,INDONESIA,INTERIOR,3600,216000
20200116,1920,INDONESIA,INTERIOR,18000,1080000
20200116,1920,INDONESIA,INTERIOR,18000,1080000
20200116,1920,INDONESIA,INTERIOR,1800,108000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,THAILAND,INTERIOR,10800,648000
20200116,1920,VIETNAM,INTERIOR,17100,1026000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,9000,540000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,17100,1026000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,17100,1026000
20200116,1920,CHINA T,INTERIOR,17100,1026000
20200116,1920,THAILAND,INTERIOR,17100,1026000
20200116,1920,THAILAND,INTERIOR,5400,324000
20200116,1920,INDONESIA,INTERIOR,18000,1080000
20200116,1920,INDONESIA,INTERIOR,900,54000
20200116,1920,JAPAN,INTERIOR,1800,108000
20200116,1920,THAILAND,INTERIOR,18000,1080000
20200116,1920,THAILAND,INTERIOR,6300,378000
20200116,1920,MALAYSIA,INTERIOR,13500,810000
20200116,1920,MALAYSIA,INTERIOR,13500,810000
20200116,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20200116,1920,MALAYSIA,S. ATLANTIC,18000,1080000
20200116,1920,THAILAND,S. ATLANTIC,7200,432000
20200116,1920,CHINA T,S. ATLANTIC,18000,1080000
20200116,1920,CHINA T,S. ATLANTIC,18000,1080000
20200116,1920,CHINA T,S. ATLANTIC,18000,1080000
20200116,1920,VIETNAM,MISSISSIPPI R.,2631589.5,157895370
20200116,1920,CHINA T,S. ATLANTIC,18000,1080000
20200116,1920,THAILAND,INTERIOR,11700,702000
20200116,1920,THAILAND,INTERIOR,10800,648000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,THAILAND,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,MEXICO,MISSISSIPPI R.,1789443,107366580
20200116,1920,INDONESIA,INTERIOR,17100,1026000
20200116,1920,THAILAND,S. ATLANTIC,9900,594000
20200116,1920,MEXICO,INTERIOR,1760,105600
20200116,1920,THAILAND,S. ATLANTIC,9900,594000
20200116,1920,CHINA T,INTERIOR,4500,270000
20200116,1920,CHINA MAIN,COLUMBIA R.,2468991,148139460
20200116,1920,CHINA MAIN,COLUMBIA R.,2367003.167,142020190
20200116,1920,MEXICO,INTERIOR,396000,23760000
20200116,1920,VIETNAM,INTERIOR,9900,594000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,VIETNAM,INTERIOR,9000,540000
20200116,1920,THAILAND,INTERIOR,11700,702000
20200116,1920,THAILAND,INTERIOR,10800,648000
20200116,1920,INDONESIA,INTERIOR,18000,1080000
20200116,1920,INDONESIA,INTERIOR,18000,1080000
20200116,1920,INDONESIA,INTERIOR,3600,216000
20200116,1920,NEPAL,INTERIOR,18000,1080000
20200116,1920,NEPAL,INTERIOR,18000,1080000
20200116,1920,NEPAL,INTERIOR,9900,594000
20200116,1920,NEPAL,INTERIOR,9000,540000
20200116,1920,PHILIPPINES,N. ATLANTIC,12600,756000
20200116,1920,CHINA T,INTERIOR,8100,486000
20200116,1920,CHINA T,INTERIOR,18000,1080000
20200116,1920,CHINA T,INTERIOR,8100,486000
20200116,1920,VIETNAM,INTERIOR,10800,648000
20200116,1920,VIETNAM,INTERIOR,17100,1026000
20200116,1920,INDONESIA,INTERIOR,17100,1026000
20200116,1920,INDONESIA,INTERIOR,17100,1026000
20200116,1920,KOREA REP,INTERIOR,15300,918000
20200116,1920,KOREA REP,INTERIOR,13500,810000
